"fgname","category"
"【KUNER】酷能量iPhone6s Plus 炫彩版充電背蓋(APPLE 蘋果)","9999 | 9999 | 9999 | 3C"
"【MIX STYLE】iphone5S/5 實用耐操型魔術貼 潛水布 運動臂袋","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"【OpenBox】英雄內戰手機保護殼 For iPhone 6/6S(鋼鐵人陣營款)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【MARVEL 漫威】iPhone 6s / 6 Plus 5.5吋 美國隊長3 彩繪電鍍保護手機殼(隊長裝)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【JTL】iPhone 6 5.5吋 極薄航太鋁合金保護邊框(金色/銀色/太空灰/紅色/粉紅色)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"【D&A】APPLE iPhone 6/6S Plus 5.5吋頂級超薄光學微矽膠背貼(皮革紋)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999"
"【apbs】APPLE iphone 6 / 6s 施華洛世奇彩鑽保護殼-禮服系列","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【BASEUS 倍思】Apple iPhone 6 Plus 漸變夢幻套(通用iPhone 6S Plus)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【AsBVC】無敵鐵金剛 GARADA K7 鐮刀怪 iphone 6/6S 全包覆TPU保護殼(香港授權)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【碎屏終結者】超級無敵防爆膜-適用I Phone6 Plus/6s Plus(真正防爆 比鋼化玻璃膜更優)","9999 | 9999 | 9999 | 3C | 9999 | 9999"
"DELL P2415Q 24型 Ultra HD 4K 超高畫質 AH-IPS寬視角液晶螢幕《原廠三年保固》","LCD液晶螢幕 | 購物中心 | 南紡購物中心"
"【NB 通用】USB 防塵套(4入)+耳機 防塵套(1入)+Micro USB 防塵套(1入)","電腦清潔用品 | 購物中心 | 周邊"
"【GCOMM】iPhone6/6S 4.7” Slim Shield 圓薄盾甲保護殼(紳士黑)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達"
"【iJacket】iPhone6s/6 4.7吋 迪士尼 大臉系列 手機軟殼(三眼怪)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"antenna 15吋 時尚筆電包-經典設計-棕色鱷紋皮質","antenna 專業品牌 | 購物中心 | 周邊"
"【X_mart】iPhone 6 / 6s 4.7吋防指紋霧面鋼化保護貼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【GARMMA】美樂蒂Ｘ雙子星 iPhone 6/6S Plus 5.5吋全包式鋼化玻璃膜(花花世界)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999"
"【NILLKIN】Apple iPhone 6 Plus/6S Plus Amazing(H+PRO玻璃貼)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999"
"【DaoDao】Apple iPhone 6/ 6S 4.7吋 刀刀狗塗鴉式手機殼(城市系列)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999"
"【VAT】APPLE IPhone 6+/6s Plus 奧地利水晶彩繪防摔手機鑽殼-繡球花(5.5吋)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【KnowStar】APPLE IPhone 6/6S 十二星座奧地利水晶彩繪保護鑽殼(天蠍座)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【迪士尼】iPhone6 / 6s 4.7吋 街頭系列 透明軟式手機殼(帥氣高飛)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【EyeScreen AGC】Apple iPhone 6S Plus 螢幕保護貼(非滿版)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【BASEUS 倍思】APPLE IPHONE 6 Plus 澤系列保護殼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【MIX STYLE】IPhone6 PLUS 5.5吋 貓頭鷹狂想印花手機殼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達"
"【Elago】iPhone 6 蘋果手作真皮側掀皮套(牛皮棕+金框)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"【OtterBox】Defender 防禦者系列保護殼 iPhone 6/6S","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【OpenBox】StarWars爆閃手機殼 for iPhone 6/6s(Q版R2-D2)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【HOCO】Apple iPhone 6 透明時尚格紋電鍍保護殼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999"
"DELL 變壓器 19.5V 4.62A 90W 細針 Vostro 5460 5560 5470 V5460 V5560","原廠-充電變壓器 | 購物中心 | 電池"
"【DEVIA】Apple iPhone 6/6S 晶彩保護殼(暗香)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【MADALY】APPLE iPhone 6s Plus 防油疏水抗指紋鋼化玻璃保護貼(5.5吋)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"【SPIGEN】iPhone 6/6S SlimArmor-S雙層護盾超薄保護殼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【GCOMM】iPhone6/6S 4.7” Embossed Dots 時尚凹凸圓點超纖皮套(紳士黑)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達"
"【Elago】iPhone 6 plus 蘋果手作真皮側掀皮套(牛皮棕+鐵灰)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"【Apple】iPhone 6/6s Plus Lightning 8pin 200cm 原廠傳輸線(裸裝)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【Elago】iPhone 6 / 6S 晶鑽透明雙層防摔手機殼(檸檬黃)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"EZstick 機身保護貼 - DELL Inspiron 1440 專用 (DIY包膜)"," 》EZstick機身膜▼送 | 購物中心 | 周邊"
"坦伯頓不敗投資法:傳奇投資大師的策略與理念","投資理財觀 | 24h書店 | 財經投資 | 24h購物"
"【Jison Case】iPhone 6 plus /6s plus 真皮左翻皮套(棕色)","9999 | 9999 | 9999 | 3C | 9999 | 9999"
"世界三大男高音世紀聯演 25週年紀念版【黑膠】LP","黑膠-古典爵士/發燒樂 | 24h書店 | 音樂CD | 24h購物"
"【ijacket】迪士尼 iPhone 6S/6 4.7吋 半透明 矽膠軟式保護套(米奇)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【STC】IPHONE5/5S 高清超透水晶螢幕保護貼(正反面貼膜)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 12H速達 | 9999 | 9999 | 9999 | 直配大陸"
"APPLE充電器 -20V 4.25A 85W,MAGSAFE 2,A1424,A1398,ADP-85FB,MD103,MD104D,MD506,MC875D,MC975F","副廠-Apple/Dell/MSI | 24h購物 | 充電/電池"
"實驗好好玩(套書.七冊)(精裝)","科普讀物 | 24h書店 | 親子教育 | 24h購物"
"【SLG Design】D5 CSL 金屬特仕款 側掀(iPhone 6 Plus / 6S Plus)","9999 | 9999 | 9999 | 3C | 9999 | 9999"
"【Apple福利品】iPhone6 Plus 16G-太空灰(Apple官方認證未拆福利品)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999"
"【apbs】APPLE iPhone6s/6 Plus 5.5吋施華洛世奇彩鑽玻璃保護貼(圖騰)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達"
"【LAUT 德國勞特】i6/i6s流浪者美國城市限定 邁阿密(LAUT 手機殼)","9999 | 9999 | 9999 | 3C"
"【Colors】iPhone 6 / 6S 4.7吋 幸福今生閃鑽手機殼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999"
"【LAQ DESIGN】iPhone6s 3D真滿版 鋼化玻璃保護貼(iPhone6 共用)","9999 | 9999 | 9999 | 3C | 9999 | 9999"
"【PGS】APPLE iPhone6 Plus/6s Plus 5.5吋 奧地利彩鑽手機殼(繽紛水果茶)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達"
"【Apple 官方認證福利品】iPhone 6 PLUS 16G 智慧型手機(金色)","9999 | 9999 | 9999 | 3C"
"【WINDTAC】APPLE iPhone6+/Plus 螢幕保護貼(亮面防指紋)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【VAT】APPLE IPhone 6+/6s Plus 奧地利水晶彩繪防摔手機鑽殼-冬梅(5.5吋)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【MR.BOX】Apple iPhone 6/6S 4.7吋 PC+TPU雙料 3D彩雕工藝保護殼(桃太郎公仔款)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 12H速達"
"【PhoneFoam】ATOM iPhone6/6S原子小金剛插卡式吸震保護殼(徽章)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999"
"【OpenBox】可愛爆閃手機殼 for iPhone 6/6s(三眼怪Q星球)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【Urtale】塗鴉童話保護殼-繪圖手稿 iphone5 / 5S","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達 | 9999 | 9999 | 9999 | 直配大陸"
"電池達人 Dell Inspiron 1520, 1521, 1720, 1721, Vostro 1500, 1700長效電池","副廠-Dell  | 購物中心 | 電池"
"【LUPHIE】Apple iPhone 6/6S 蝙蝠俠邊框皮背貼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"艾薩克.戴爾嘉多 Issac Delgado / 愛的樂章 L.O.V.E. CD","西洋-男歌手 | 24h書店 | 音樂CD | 24h購物"
"DELL電池-M4600,M4700,M6600,M6700,FV993,3DJH7 97KRM,PG6RC,R7PND,0TN1K5","副廠-Dell  | 購物中心 | 電池"
"【原廠授權】Apple iPhone6 Plus 5.5吋 艾路貓TPU保護殼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【Disney】Apple iPhone 6 (4.7吋) 彩繪透明保護軟套(米奇)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999"
"Dell14503 14-15吋 系列 奈米銀抗菌TPU鍵盤膜","NB鍵盤膜│DELL | 24h購物 | USB周邊"
"Toshiba Equium,Satellite ,Satellite Pro ,Protege ,Tecra M8系列電池 (6cells)","◆DELL/Toshiba | 24h購物 | 充電/電池"
"【Elago】iPhone 6 plus 品牌鋁合金保護殼(紅框+深紅)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"以小勝大：弱者如何找到優勢 反敗為勝？","9999 | 9999 | 9999 | 宗教/文藝 | 9999"
"【DEVIA】Apple iPhone 6 Plus / 6S Plus 晶彩保護殼(暗香)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999"
"DELL M7510(Intel Xeon E3-1535M v5/Nvidia Quadro M2000M-4G/256G+1TB/W7P/FHD)繪圖工作站筆電","■15吋 3510/5510/7510 | 24h購物 | DELL"
"【TETDED 法國精品】APPLE iPhone 6 Plus 側翻可站立皮套(Dijon II 通用iPhone 6S Plus)","9999 | 9999 | 9999 | 3C | 9999 | 9999"
"DELL電池 6芯 T54FJ P9TJ0 PRRRF T54F3 YKF0M 312-1163 04NW9 05G67C Latitude E5420","副廠-Dell  | 購物中心 | 電池"
"【WINDTAC】APPLE iPhone 6s 5.5吋 磨砂鋼化(9H霧面玻璃保護貼)","9999 | 9999 | 9999 | 3C | 9999 | 9999"
"【iJacket】iPhone 6/6S 4.7吋 迪士尼 剪影系列 手機殼+摺疊鏡組(小飛俠)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【USAMS】Apple iPhone 6 超薄保護殼(洛可可小姐系列)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999"
"【iJacket】iPhone 6/6S Plus 5.5吋 迪士尼 立體軟殼(米奇小手套)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【apbs】APPLE iPhone6 plus/iPhone6s plus 施華洛世奇彩鑽手機殼(撲克)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達"
"【幾米】iPhone 6/6S 4.7吋掀蓋皮套(黑色斑點)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999"
"【X_mart】iPhone 6 /6s Plus 0.33mm霧面全螢幕玻璃貼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【apbs】APPLE iPhone6s/6 Plus 5.5吋施華洛世奇彩鑽玻璃保護貼(禮服)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達"
"【透明殼】iPhone6/6s 4.7吋 新一代 金屬邊框+抗刮背版保護殼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【NB 通用】USB 防塵套(4入)+耳機 防塵套(1入)+Micro USB 防塵套(1入)","AV配件館 | 購物中心 | 視聽娛樂"
"DELL Latitude 15 5000 E5550 專用 靜電式筆電LCD液晶螢幕貼 15.6吋寬 螢幕貼","★EZsick 保護貼 | 購物中心 | 周邊"
"【Rearth】Apple iPhone 6 Max 保護殼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【MR.BOX】iPhone 6/6S plus 5.5吋 PC+TPU雙料 3D彩雕工藝保護殼(招財貓公仔款)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 12H速達"
"【BINLI】Apple iPhone 6/6S 可插卡真皮皮套(開窗款)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【WINDTAC】APPLE iPHONE6 / iPHONE6s 專用保護貼(4.7吋)","9999 | 9999 | 9999 | 3C"
"【OpenBox】可愛爆閃手機殼 for iPhone 6Plus/6splus(毛怪好朋友)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【QIND 勤大】Apple iPhone 6 Plus / 6S Plus 經典插卡皮套","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"EZstick 機身保護貼 - DELL Vostro 1310 專用 (DIY包膜)"," 》EZstick機身膜▼送 | 購物中心 | 周邊"
"【Meephone】Apple iPhone 6 4.7吋 典雅貴族保護殼","9999 | 9999 | 9999 | 3C"
"【SSG】皮革質感插卡保護殼-活力紅(iPhone6/6s Plus 5.5吋)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999"
"【X_mart】Apple iPhone 6s 4.7吋 紳士薄型橫式腰掛皮套","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【RedMoon】APPLE iPhone6+/6S Plus防摔氣墊透明TPU手機軟殼(5.5吋)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【D&A】蘋果 iPhone 6/6S 4.7吋日本9H藍光疏油疏水增豔螢幕貼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"【GCOMM】iPhone6 Plus Ultra-Slim Crystal 超薄清透保護殼(清透明)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達 | 9999 | 9999 | 9999 | 直配大陸"
"HP Business Notebook 6530b,6535b,6730b,6735b 系列電池 (6cells)","◆HP/Compaq | 24h購物 | 充電/電池"
"Pyramid LCD雙節型螢幕架","&#9658;螢幕支架/立架 | 24h購物 | LCD螢幕"
"【ZENUS】韓國直送 AVOC Apple iPhone6/6s 站立車線 皮革保護殼","9999 | 9999 | 9999 | 3C"
"【NILLKIN】APPLE iPhone 6 Plus 5.5 吋 星音勻系列皮套","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【Dell Inspiron 系列】19V 3.42A 65W 電源供應器+ 5轉接頭","Mr.Battery變壓器 | 24h購物 | 充電/電池"
"【Vofit】iPhone 6 plus 精品馬卡龍保護殼(土耳其藍)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"【Patchworks】專業機能手機防摔殼 for iPhone 6/6s plus(紅色)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"DELL P2314H-3Y 23型 AH-IPS 寬螢幕","DELL 戴爾 | 購物中心 | LCD"
"【BASEUS 倍思】APPLE IPHONE 6 水晶背甲系列金屬邊框 PC保護殼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"DELL電池 4芯 XCMRD INSPIRON 17 3721 17R 572 VOSTRO Series 2421 2521","副廠-Dell  | 購物中心 | 電池"
"【i Boutique】康寧大猩猩第三代 3D全包覆 全鋼化玻璃保護貼(iPhone 6 白色面)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【PGS】APPLE iPhone6/iPhone6s 奧地利彩鑽手機殼(午茶貓咪)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達"
"【DEVIA】Apple iPhone 6 Plus/6S Plus 臻系列抗藍光玻璃貼(0.18mm)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【SOLiDE】美國軍規抗震保護殼 iPhone6/6S ARES 阿瑞斯系列(白)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【STAR WARS 星際大戰】iPhone 6s / 6 Plus 5.5吋 彩繪軟式手機殼(彩兵頭)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【雙子星仙子 KiKiLaLa】iPhone 6/6s 4.7吋 i6s 透明軟式手機殼(粉紅條紋)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"【KnowStar】APPLE IPhone 6+/6S Plus 十二星座奧地利水晶彩繪保護鑽殼(射手座)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"DELL XPS 15 系列專用 二代透氣機身保護膜 (DIY包膜)","★EZsick 保護貼 | 購物中心 | 周邊"
"【MARVEL 漫威】iPhone 6s / 6 4.7吋 美國隊長3 彩繪電鍍保護手機殼(隊長裝)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【BASEUS 倍思】Apple iPhone 6/6S 星燦 TPU 套","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【波曼妮亞】大S美人-復古蕾絲金蔥紗線.厚片人兒也能找到好看的內衣.大波咪咪最愛(白)","9999 | 9999 | 9999 | 服飾 | 9999 | 9999 | 9999 | 9999 | 9999 | 內塑衣 | 9999 | 9999 | 9999 | 9999 | 9999"
"跳脫標準答案的思考術：殺手級提問 搶先一步找到大創意","9999 | 9999 | 9999 | 宗教/文藝"
"【D&A】APPLE iPhone 6/6S 4.7吋專用日本頂級HC螢幕保護貼(鏡面抗刮)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999"
"【STAR WARS 星際大戰】iPhone 6s / 6 Plus 5.5吋 雙料皮革手機殼(第一軍團)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【iJacket】iPhone6s/6 4.7吋 迪士尼 矽膠立體 手機軟殼(三眼怪)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"【Apple 福利品】iPhone 6 Plus 16GB 5.5吋智慧機","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999"
"【GLASS】9H鋼化玻璃保護貼(適用I Phone6/6s)","9999 | 9999 | 9999 | 3C | 9999 | 9999"
"【QIALINO】Apple iPhone 6 真皮背套(通用iPhone 6S)","9999 | 9999 | 9999 | 3C | 9999 | 9999"
"Asus L3,L3000,M2,M2000 系列電池-8cells(Black)","◆ASUS | 24h購物 | 充電/電池"
"【KnowStar】APPLE iPhone6 PLUS 奧地利水晶彩繪保護鑽殼-香水系列(5.5吋)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"太空的遊戲(精裝)","未分類 | 24h書店 | 親子教育 | 24h購物"
"【BRITECH】閃光保護殼 iPhone 5/5s(金)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達"
"【KnowStar】APPLE iPhone 6/6S 奧地利水晶彩繪防摔氣墊手機鑽殼-仲夏樂(4.7吋)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【Metal-Slim】Apple iphone 6S Plus 5.5超薄時尚魅力TPU皮套","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【ZENUS】Apple iPhone6 plus/6s plus 經典日誌 書本式皮套","9999 | 9999 | 9999 | 3C | 9999 | 9999"
"【MIX STYLE】IPhone6 PLUS 5.5吋 粉紅骷顱頭印花手機殼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 12H速達"
"【STAR WARS 星際大戰】iPhone6s/6 Plus 5.5吋 超薄雙料彩繪手機殼(卡通亂花)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"Asus F2J,F2H,F2HF,F2F,Z52,Z52J系列電池(6cells)","◆ASUS | 24h購物 | 充電/電池"
"【RedMoon】APPLE iPhone6 Plus 金蔥TPU保護軟殼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"【Super Queen】iPhone 6 plus 簡約風果凍清水殼(贈品：3C萬用配件包)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 12H速達"
"DELL電池 6芯 MR90Y VOSTRO Series 2421 2521 INSPIRON 17 3721 INSPIRON 17R 5721","副廠-Dell  | 購物中心 | 電池"
"【SPIGEN】iPhone 6S/6 Ultra Hybrid 透明背蓋保護殼(TPU 透明殼)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"DELL電池 6芯 YFDF9 5MTD8 LATITUDE 3340 V131 (第2代系列電腦)","副廠-Dell  | 購物中心 | 電池"
